screen_names,texts
Lauramax2010Ana,@larepublica_uy Y se cagaron en los derechos de los demás . Estos soretes son los q protestaban contra la rural del Prado.
olimarttres,"@LlambiasGustavo Decime la rural del Prado, no te pareció igual de innecesario? O para vos depende de quien haga la… https://t.co/9OTyyoyczZ"
olimarttres,"@oka_mandi @anabelapa @Subrayado No porque en la rural del Prado, hasta las vacas tenían tapabocas, andaaaa"
aromero942,"Para hablar de IGUALDAD Y DERECHOS tiene qué ser parejo en todo,si no está permitido hacer REUNIONES, juntarse con… https://t.co/ln0Pa3O1Mp"
barea_fernanda,"RT @ClaudiaPrezUbi1: Esto es una tremenda cerrada de culo!!! Y si, vamos a empezar a salir, a manifestar. Rural del Prado, si...marchas del…"
SunnFlowerssLu,RT @ADRY112: Los que critican la marcha y aglomeración vieron alguna imagen de tres cruces? Vieron 2500 turistas que dejan venir de Brasil…
elmasquina,RT @ADRY112: Los que critican la marcha y aglomeración vieron alguna imagen de tres cruces? Vieron 2500 turistas que dejan venir de Brasil…
Nataliabrites5,RT @ADRY112: Los que critican la marcha y aglomeración vieron alguna imagen de tres cruces? Vieron 2500 turistas que dejan venir de Brasil…
ClaudiaPrezUbi1,"Esto es una tremenda cerrada de culo!!! Y si, vamos a empezar a salir, a manifestar. Rural del Prado, si...marchas… https://t.co/DyYa2mDbKR"
ADRY112,Los que critican la marcha y aglomeración vieron alguna imagen de tres cruces? Vieron 2500 turistas que dejan venir… https://t.co/XEtjLT6gby
pefier,"@alfredodante10 En la Rural del Prado sí que hubo falta de empatía, y duró una semana."
cmendy93,"Espero que se indignen de igual forma con la aglomeracion de la #MarchaDeLaDiversidad2020, que como lo hicieron con… https://t.co/TtYjnv8ojm"
Lourdesadii,"RT @MauroM29: Se quejaron por la noche de la nostalgia (puestos de trabajo y aporta a la economía), se quejaron de la rural del Prado (pues…"
VeronicaRF1272,@del_alquimista Se vio clarito en la Rural del Prado... tenes razón un disparate
CSabore,"@EQueimada igual que la rural del prado, igual que los cierres de campaña de TODOS los candidatos ..."
pelinklein,@alfredodante10 @paolariani28 No te escuche hablar de la rural del prado me parece que sos otro Homofobico tapado
JuanG_1977,@camboue @SoyLaChetauy No lo vi así de preocupado con La Rural del Prado
cquartara,RT @jacobcarbonero: MENOS MAL EL VIRUS CIRCULABA SOLO EN LA RURAL DEL PRADO Y NO PASA POR  LAS MARCHAS DE 18 (?)
UyPaTodoElMundo,RT @jacobcarbonero: MENOS MAL EL VIRUS CIRCULABA SOLO EN LA RURAL DEL PRADO Y NO PASA POR  LAS MARCHAS DE 18 (?)
PopularSentir,@uruguayo222 De la Rural del Prado decís lo mismo?
e_machado2,"Para algunos militantes opositores, si el domingo
 llueve es por alguna ""lluvia similar"" autorizada por el  gobiern… https://t.co/c0WEw2bJZN"
Damian_R_A,"@MLpassio y lloraban y pedían cuarentena obligatoria
y pusieron el grito en el cielo porque se hizo la Rural del Pr… https://t.co/1X3dlDOl2Z"
Tincho_ll,@EQueimada Tambien hiciste un tweet x la rural del prado q por dia convoca mas de 15.000 personas?? Donde ni el pre… https://t.co/oJOsNp1YcL
germanramones,"RT @quesoymortadela: La verdad es increíble lo bien que estamos con el Covid teniendo en cuenta los actos de campaña, la Rural del Prado y…"
J_Segredo,"RT @MauroM29: Se quejaron por la noche de la nostalgia (puestos de trabajo y aporta a la economía), se quejaron de la rural del Prado (pues…"
quesoymortadela,"La verdad es increíble lo bien que estamos con el Covid teniendo en cuenta los actos de campaña, la Rural del Prado… https://t.co/iXwMXPNU3s"
Floweerr15,"RT @MauroM29: Se quejaron por la noche de la nostalgia (puestos de trabajo y aporta a la economía), se quejaron de la rural del Prado (pues…"
BrianRidguay1,"RT @Octavio_Sosa1: Se quejaban de la rural del prado, miren esto hijos de puta, la mayoría sin tapabocas! 🤦🏻‍♂️"
Valeemar18,"RT @MauroM29: Se quejaron por la noche de la nostalgia (puestos de trabajo y aporta a la economía), se quejaron de la rural del Prado (pues…"
CamilaPerezL,RT @jacobcarbonero: MENOS MAL EL VIRUS CIRCULABA SOLO EN LA RURAL DEL PRADO Y NO PASA POR  LAS MARCHAS DE 18 (?)
rodroopy_,"Viendo  videos de la rural del prado, también de TODOS los actos de cierre de campaña, videos de la marcha ahora, m… https://t.co/i2y1DQsL8n"
Lewaandowski9,RT @jacobcarbonero: MENOS MAL EL VIRUS CIRCULABA SOLO EN LA RURAL DEL PRADO Y NO PASA POR  LAS MARCHAS DE 18 (?)
Octavio_Sosa1,"Se quejaban de la rural del prado, miren esto hijos de puta, la mayoría sin tapabocas! 🤦🏻‍♂️ https://t.co/u68gShNupQ"
mengueche08,"@rotambor, tenías razón, q mal lo d la Rural del Prado!! https://t.co/aq4nmhYPs2"
Eduardo03199510,RT @Fernand16411025: Supongo que el payaso Dicandia multará a los organizadores de la marcha de la diversidad por no cumplir con el protoco…
FedeeGomez93,RT @jacobcarbonero: MENOS MAL EL VIRUS CIRCULABA SOLO EN LA RURAL DEL PRADO Y NO PASA POR  LAS MARCHAS DE 18 (?)
AnaLauraRodrgu7,"@carlosvarela02 @LuisLacallePou No era la Rural del Prado, se ve que no se dio cuenta que debía de haber ido cuando no hubiese nadie 🤭."
MarceloVolont1,@EQueimada Igual que la rural del prado
julietapini20,"RT @MauroM29: Se quejaron por la noche de la nostalgia (puestos de trabajo y aporta a la economía), se quejaron de la rural del Prado (pues…"
Fernand16411025,Supongo que el payaso Dicandia multará a los organizadores de la marcha de la diversidad por no cumplir con el prot… https://t.co/6g5qe0Y6FU
Bruno_deLeon,Por suerte metemos dos semanitas de rural del prado para armar foquitos de cobicho para una semana después poner la… https://t.co/N1ubDIlFeq
BeautifullPeter,"@Subrayado Me catalogo de izquierda, esto no es un tema político, dejémonos de joder! Esto me parece un mamarracho… https://t.co/dME5siX1vj"
Florenciaokkkk,Me encanta como todo lo que no les cabe lo argumenten con “estamos en plena pandemia” dale en la rural del prado es… https://t.co/oMtMDMOfxY
bolsoycallejero,"la marchaaa las aglomeraciones el covid 😭😭😭

*fue a la rural del prado todos los días*"
jmartinx49,"Y se quejaban de la Rural del Prado, son de cartel jajaj"
paul_vega07,@portalmvd Xq un acto eleccionario debería ser corto y un paseo x la rural del prado no tiene límite de tiempo y es… https://t.co/hKRDgRWUmt
agustinloza1,"RT @MauroM29: Se quejaron por la noche de la nostalgia (puestos de trabajo y aporta a la economía), se quejaron de la rural del Prado (pues…"
carlosbaz2,RT @djvask: @Letyflu27 @marygambler @jorgewlarranaga La masacre que podia haber sido la rural del prado!! Todo el mundo anda con facones ah…
nachonovaresse,"RT @MauroM29: Se quejaron por la noche de la nostalgia (puestos de trabajo y aporta a la economía), se quejaron de la rural del Prado (pues…"
laabudelcap,RT @jacobcarbonero: MENOS MAL EL VIRUS CIRCULABA SOLO EN LA RURAL DEL PRADO Y NO PASA POR  LAS MARCHAS DE 18 (?)
paozeff,"RT @MauroM29: Se quejaron por la noche de la nostalgia (puestos de trabajo y aporta a la economía), se quejaron de la rural del Prado (pues…"
LuRo7,@SebasM_26 parece que hay inmunidad para ellos y para todos los que fueron a la rural del prado y todos los que van… https://t.co/9eWHWzs1qa
mahur05,RT @djvask: @Letyflu27 @marygambler @jorgewlarranaga La masacre que podia haber sido la rural del prado!! Todo el mundo anda con facones ah…
Marespinola3,"RT @MauroM29: Se quejaron por la noche de la nostalgia (puestos de trabajo y aporta a la economía), se quejaron de la rural del Prado (pues…"
nathanaelcarro7,"RT @MauroM29: Se quejaron por la noche de la nostalgia (puestos de trabajo y aporta a la economía), se quejaron de la rural del Prado (pues…"
MauroM29,"Se quejaron por la noche de la nostalgia (puestos de trabajo y aporta a la economía), se quejaron de la rural del P… https://t.co/4xGgaxCT7A"
AgustnDeMello1,RT @jacobcarbonero: MENOS MAL EL VIRUS CIRCULABA SOLO EN LA RURAL DEL PRADO Y NO PASA POR  LAS MARCHAS DE 18 (?)
jeampii1891,RT @jacobcarbonero: MENOS MAL EL VIRUS CIRCULABA SOLO EN LA RURAL DEL PRADO Y NO PASA POR  LAS MARCHAS DE 18 (?)
cristin24421152,RT @carlosvarela02: @republicano_uy Me parece que ud vive aislado en Antártida. Ud no fue a la Rural del Prado? No ha visitado los shopping…
diego_2805,RT @jacobcarbonero: MENOS MAL EL VIRUS CIRCULABA SOLO EN LA RURAL DEL PRADO Y NO PASA POR  LAS MARCHAS DE 18 (?)
jacobcarbonero,MENOS MAL EL VIRUS CIRCULABA SOLO EN LA RURAL DEL PRADO Y NO PASA POR  LAS MARCHAS DE 18 (?)
carlosvarela02,@republicano_uy Me parece que ud vive aislado en Antártida. Ud no fue a la Rural del Prado? No ha visitado los shop… https://t.co/EiRRpE9tBG
fefo1891,"Veo una marcha hoy que moviliza a miles.
No obstante, la gran mayoría de éstas personas cuestionaron que en la rura… https://t.co/dknVpHA1gU"
gerumpierrez,@AlfTuitea ¡¿Se terminó la Rural del Prado!?
arompani,@laproffe ahhhh pero en la rural del Prado... jajjajajaj
Sandrax25444555,@Subrayado ¿Nos juntamos en la rural del Prado entonces?
Silvia64106719,RT @ChristianCoyto: @ismacastagnet @Nataliabrites5 Cuando no es la rural del prado y vas a un lugar donde metes recortes pasa esto 👏👏
Nataliabrites5,RT @ChristianCoyto: @ismacastagnet @Nataliabrites5 Cuando no es la rural del prado y vas a un lugar donde metes recortes pasa esto 👏👏
Fotonmap76,RT @ChristianCoyto: @ismacastagnet @Nataliabrites5 Cuando no es la rural del prado y vas a un lugar donde metes recortes pasa esto 👏👏
ArturoMichelin2,"RT @JuanGarofalo10: @dog_chacal6 Esperemos que @chdica tenga a su cuerpo inspectivo ""afilado"" y pronto para salir a sancionar a los organiz…"
ChristianCoyto,@ismacastagnet @Nataliabrites5 Cuando no es la rural del prado y vas a un lugar donde metes recortes pasa esto 👏👏
EscribeTuit,"@delinterior1111 @AdrianDeSosa @Lalou664 @beatrizargimon Yo tambien voy, a lo que si no fui, fue a la rural del prado."
djvask,"@Letyflu27 @marygambler @jorgewlarranaga La masacre que podia haber sido la rural del prado!! Todo el mundo anda con facones ahi, no?"
PalenqueAgrop,https://t.co/9nPgFox8GJ
djvask,@noesmeteoro Despues del permitido de la rural del prado.
dog_chacal6,"RT @JuanGarofalo10: @dog_chacal6 Esperemos que @chdica tenga a su cuerpo inspectivo ""afilado"" y pronto para salir a sancionar a los organiz…"
JuanGarofalo10,"@dog_chacal6 Esperemos que @chdica tenga a su cuerpo inspectivo ""afilado"" y pronto para salir a sancionar a los org… https://t.co/xvfI0CWEu5"
vulvaradical,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
lomarcos8,RT @PA_Uruguay: ✔️Observatorio en la Rural del Prado (jineteadas); evaluación de INAU por ser un espectáculo violento y no apto para niños…
facu_marfetan,"RT @MissPanchi: *Rural del Prado*

Exponen a la gente en una pandemia para sacarle el gusto a los latifundistas 🤬🤬🤬

*Marcha de la Diversid…"
Maiteromaan,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
YammmmiC,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
zoecabrd,"RT @MissPanchi: *Rural del Prado*

Exponen a la gente en una pandemia para sacarle el gusto a los latifundistas 🤬🤬🤬

*Marcha de la Diversid…"
juandiegollona,"RT @MissPanchi: *Rural del Prado*

Exponen a la gente en una pandemia para sacarle el gusto a los latifundistas 🤬🤬🤬

*Marcha de la Diversid…"
GonzaloJaureche,"RT @ObservadorAgro: Artesanos de Rivera, Lavalleja y Tacuarembó ganaron el concurso de guasqueros en la Rural del Prado.
👉 Los resultados e…"
PA_Uruguay,✔️Observatorio en la Rural del Prado (jineteadas); evaluación de INAU por ser un espectáculo violento y no apto par… https://t.co/pAWuywNkqV
lucasvela09,"RT @MissPanchi: *Rural del Prado*

Exponen a la gente en una pandemia para sacarle el gusto a los latifundistas 🤬🤬🤬

*Marcha de la Diversid…"
NachoBonilla13,"RT @MissPanchi: *Rural del Prado*

Exponen a la gente en una pandemia para sacarle el gusto a los latifundistas 🤬🤬🤬

*Marcha de la Diversid…"
yuliana_2212,"- Política? Seee
- Rural del Prado? Seee
- Fndlp? No se permiten aglomeraciones de personas.
Ándate a la puta que te parió.
#Nohayexcusa"
FacuJuarez08,"RT @MissPanchi: *Rural del Prado*

Exponen a la gente en una pandemia para sacarle el gusto a los latifundistas 🤬🤬🤬

*Marcha de la Diversid…"
NoS0yEmilio,"RT @MissPanchi: *Rural del Prado*

Exponen a la gente en una pandemia para sacarle el gusto a los latifundistas 🤬🤬🤬

*Marcha de la Diversid…"
jomamos,"RT @MissPanchi: *Rural del Prado*

Exponen a la gente en una pandemia para sacarle el gusto a los latifundistas 🤬🤬🤬

*Marcha de la Diversid…"
AlanSpektor14,"RT @MissPanchi: *Rural del Prado*

Exponen a la gente en una pandemia para sacarle el gusto a los latifundistas 🤬🤬🤬

*Marcha de la Diversid…"
Ineebarrios,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
carina29ok,"RT @MissPanchi: *Rural del Prado*

Exponen a la gente en una pandemia para sacarle el gusto a los latifundistas 🤬🤬🤬

*Marcha de la Diversid…"
gamarritta,"RT @MissPanchi: *Rural del Prado*

Exponen a la gente en una pandemia para sacarle el gusto a los latifundistas 🤬🤬🤬

*Marcha de la Diversid…"
globosaloncafe,RT @canario_viejo: Me avisan que el delincuente preso por mega estafa que era jurado de ovinos en la Rural del Prado es gente de bien.  No…
carloscubillo,"RT @MissPanchi: *Rural del Prado*

Exponen a la gente en una pandemia para sacarle el gusto a los latifundistas 🤬🤬🤬

*Marcha de la Diversid…"
xvicxg,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
romisauco,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
AndreaR05300203,"RT @AndreeSecSalud: 🐱📢  Esta semana del 21 al 26 de septiembre, continuamos con las jornadas de vacunación gratuitas para perros y gatos, e…"
conradoh47,RT @SoyAlfito: @conradoh47 @FalklandsGov Most beautiful section of the UK stand at the Rural del Prado https://t.co/8pDoghyXCr
Juliee_GulARTE,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
SoyAlfito,@conradoh47 @FalklandsGov Most beautiful section of the UK stand at the Rural del Prado https://t.co/8pDoghyXCr
clau_gomez33,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
BrunoSuarez123,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
Luulaa_4,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
leonel_s13,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
MissPanchi,"*Rural del Prado*

Exponen a la gente en una pandemia para sacarle el gusto a los latifundistas 🤬🤬🤬

*Marcha de la… https://t.co/xWQ82XUR7a"
laurabelar,"RT @eduardobrenta: En la Rural del Prado el Presidente  @LuisLacallePou tirando de la
Cola del leon.  Ya lo dijo “ no
Pasa hasta que
Pasa”…"
JoaquiWink,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
Agronegocios_Uy,"RT @ObservadorAgro: Artesanos de Rivera, Lavalleja y Tacuarembó ganaron el concurso de guasqueros en la Rural del Prado.
👉 Los resultados e…"
MaxiGonza21,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
BeluMarmol,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
feddesilva,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
MelannieMazu,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
juansamuelle,"RT @ObservadorAgro: Artesanos de Rivera, Lavalleja y Tacuarembó ganaron el concurso de guasqueros en la Rural del Prado.
👉 Los resultados e…"
ChristianLemos0,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
otra_cabeza,El organismo se volverá a reunir en los próximos días para ultimar detalles. https://t.co/PcYnsoUztP
sebastiantizze,"RT @ObservadorAgro: Artesanos de Rivera, Lavalleja y Tacuarembó ganaron el concurso de guasqueros en la Rural del Prado.
👉 Los resultados e…"
ObservadorAgro,"Artesanos de Rivera, Lavalleja y Tacuarembó ganaron el concurso de guasqueros en la Rural del Prado.
👉 Los resultad… https://t.co/Hx48SwcYBP"
Nicku_2002,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
delfii_silva,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
diarioprimerah,https://t.co/e0ddrwvyzM
_Melani12_,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
Sofi_topalian,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
Tina_lvp,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
shuuudii,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
zubiria_noelia,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
belcorreaaa,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
4n63l3sferrr,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
CostaMica15,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
morena_scasso,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
BeluaraujoVaz,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰 https://t.co/M0AvqqYnjd
BriannMott,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
vicc3211,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
evelynzz2,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
_0902___,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
man0laa2,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
LuVazquezzz,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
nakimendoza_,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
flylikeab1rd,"La gente que en este twit se queja de la aglomeración pese a que es en la calle y en un ambiente ventilado, adivine… https://t.co/lHmFgwrk7N"
TomiLopez04,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
Macoo06,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
rominaconK,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
chipi_serra,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰 https://t.co/M0AvqqYnjd
gcperiodismo,"@familiasorgep @AristiAdrianaUy Señora Aristimuño, usted nos puede definir “seguridad” para dentro de un aula de cl… https://t.co/rBHuQY8z6m"
_resucitar,mi más grande disappointed but not surprised al saber q el encuentro de mj va a ser con máximo 300 espectadores y q… https://t.co/C8OhOlzsAX
GermanPerna21,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
soltroquelado,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
ppaulitabg,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
CarmenLucaBove1,RT @FaleroAndres: Tempranito en la Rural del Prado militando el cambio que Montevideo necesita con #LauraRaffoIntendente https://t.co/1xSuk…
CarmenLucaBove1,"RT @JBarriosBove: Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la próxima…"
CarmenLucaBove1,"RT @PaolaMontero250: Sábado de militancia en la Rural del Prado!!!
Laura Raffo Intendenta!!
Vamos que vamos !!!! #sipodemos https://t.co/rS…"
lcalistro18,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
mayomensa,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
Mateocaf1916,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
guadafioo,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
valcharq,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
vyacusa,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
apellidopotente,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
leinseo,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
vanvazt,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰
camilapaaaa,RT @Rusticaaa: Y en la rural del prado entran 15.000 😰 https://t.co/M0AvqqYnjd
Rusticaaa,Y en la rural del prado entran 15.000 😰 https://t.co/M0AvqqYnjd
menendez012002,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
ChirinosAmancia,"RT @LFernandez40: Hoy estuvimos en cada rincón del Municipio C acercando las #Lista1 + #Lista140C a los vecinos. 
#AhoraLuis #AhoraMontevid…"
FDL_15,RT @amanghini: soy un rural del prado boy que quieres que te diga fumo tomo como asado con cuero engaño a las chicas
DANIELIBARBURU,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
SoyLaSombra5,@SunGodR1 @grazianopascale @SPiquerez Sensibilidad social? Fue 4 veces a la rural del prado en 7 días? Con que sens… https://t.co/JbbVQ8LixS
OmarSenande,"@claraklayton @portalmvd Ej :  la rural del prado.

Tenés razón 😊"
xmian_uy,"Mi tío homofóbico se pasó todos los días en la Rural del Prado, PERO CUIDADO, ahora dice que la marcha de la divers… https://t.co/naPAWfdowN"
Sodoma_Uy,@PabloUruguay9 @LuisLacallePou Ni me encadene con Salle ni me encadene a una vaca en la Rural del prado...Y? Tenes… https://t.co/Po9mFJyAxm
SallmonelEscarl,"RT @miltonromaniger: No es Artiguismo.
 
En el nido antiartiguista de la Rural del Prado. 
Por sus amigos de la Asociación Rural del Urugua…"
GianinaGarrido8,RT @feloramos14: Si hicieron la rural del Prado tienen que hacer la semana de lavalleja coooorta
40_casa_prado,"RT @LFernandez40: Hoy estuvimos en cada rincón del Municipio C acercando las #Lista1 + #Lista140C a los vecinos. 
#AhoraLuis #AhoraMontevid…"
SAlbita53,"RT @miltonromaniger: No es Artiguismo.
 
En el nido antiartiguista de la Rural del Prado. 
Por sus amigos de la Asociación Rural del Urugua…"
jimena_vizoso,RT @amanghini: soy un rural del prado boy que quieres que te diga fumo tomo como asado con cuero engaño a las chicas
ilianaiglesias4,"RT @miltonromaniger: No es Artiguismo.
 
En el nido antiartiguista de la Rural del Prado. 
Por sus amigos de la Asociación Rural del Urugua…"
Mabel546,"RT @miltonromaniger: No es Artiguismo.
 
En el nido antiartiguista de la Rural del Prado. 
Por sus amigos de la Asociación Rural del Urugua…"
marina382,"RT @miltonromaniger: No es Artiguismo.
 
En el nido antiartiguista de la Rural del Prado. 
Por sus amigos de la Asociación Rural del Urugua…"
miltonromaniger,"No es Artiguismo.
 
En el nido antiartiguista de la Rural del Prado. 
Por sus amigos de la Asociación Rural del Uru… https://t.co/xE1oEGL4TS"
mariasolomita22,RT @amanghini: soy un rural del prado boy que quieres que te diga fumo tomo como asado con cuero engaño a las chicas
maleancheta,RT @amanghini: soy un rural del prado boy que quieres que te diga fumo tomo como asado con cuero engaño a las chicas
amanghini,soy un rural del prado boy que quieres que te diga fumo tomo como asado con cuero engaño a las chicas
InmiMadrid,RT @clubrural: ¿Buscas un lugar para celebrar un evento familiar? 🎉 En Finca La Caprichosa (Madrid) podrás organizar pequeños eventos priva…
YoOpinoUY,"RT @ElZurdoNecio: Él Perilla fue todos los días a la Rural Del Prado con los oligarcas que fundieron al Brou durante décadas,nunca fue a un…"
clubrural,¿Buscas un lugar para celebrar un evento familiar? 🎉 En Finca La Caprichosa (Madrid) podrás organizar pequeños even… https://t.co/HOw30E4vDo
LcX29xxxx,"RT @unPUTEmas: Al Perillas le dio tiempo para ir 3 veces a la rural del Prado, viajar a salto, inaugurar obras del FA, inaugurar mi nuevo b…"
BeterJpg,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
waltersena8,"RT @EvelynO81: @EldiariodeLeuco Tb le cuento q se compraron 2 aviones viejos en 22M de €, aumentamos a 156 coroneles y hay miles comiendo e…"
eggd2000,"RT @ElZurdoNecio: Él Perilla fue todos los días a la Rural Del Prado con los oligarcas que fundieron al Brou durante décadas,nunca fue a un…"
ISMAELSMITH1975,"RT @ElZurdoNecio: Él Perilla fue todos los días a la Rural Del Prado con los oligarcas que fundieron al Brou durante décadas,nunca fue a un…"
DarioJose_76,"RT @ElZurdoNecio: Él Perilla fue todos los días a la Rural Del Prado con los oligarcas que fundieron al Brou durante décadas,nunca fue a un…"
luis_escobilla,RT @oppuruguay: Tejedoras rurales de Cerro Chato y Treinta y Tres se capacitan y emprenden juntas. Accedé a la cobertura del evento del vie…
ALTE40416636,@ASSEcomunica @LeoCipriani20 @SosaAbella @EnriqueMontagno Que curioso...! Después de la Rural del prado subieron lo… https://t.co/qDTlUPIkoX
cabrera_sm,"RT @ElZurdoNecio: Él Perilla fue todos los días a la Rural Del Prado con los oligarcas que fundieron al Brou durante décadas,nunca fue a un…"
PepisCine,"RT @ElZurdoNecio: Él Perilla fue todos los días a la Rural Del Prado con los oligarcas que fundieron al Brou durante décadas,nunca fue a un…"
GardelianoSoy,"RT @ElZurdoNecio: Él Perilla fue todos los días a la Rural Del Prado con los oligarcas que fundieron al Brou durante décadas,nunca fue a un…"
ClauPochi,"Excelente el profe @profepineyrua arrancando #laletrachicatv con la triste alocución del Sr. Capurro, en la Rural d… https://t.co/fkzz2j6Wql"
cdanmatt,"RT @ElZurdoNecio: Él Perilla fue todos los días a la Rural Del Prado con los oligarcas que fundieron al Brou durante décadas,nunca fue a un…"
adriana1tv,"RT @ElZurdoNecio: Él Perilla fue todos los días a la Rural Del Prado con los oligarcas que fundieron al Brou durante décadas,nunca fue a un…"
pabloelleon1,"RT @ElZurdoNecio: Él Perilla fue todos los días a la Rural Del Prado con los oligarcas que fundieron al Brou durante décadas,nunca fue a un…"
ElZurdoNecio,"Él Perilla fue todos los días a la Rural Del Prado con los oligarcas que fundieron al Brou durante décadas,nunca fu… https://t.co/mcfuwIMck5"
EvelynO81,"@EldiariodeLeuco Tb le cuento q se compraron 2 aviones viejos en 22M de €, aumentamos a 156 coroneles y hay miles c… https://t.co/aLEpUrJwym"
chiarisre,"RT @Enrique23184247: “Yo estoy con el campo”: el mensaje de Lacalle en el acto de cierre de la Expo Prado 2020
***NO VOTO LAS 8 HS DEL TRAB…"
bo_ceecii,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
Beatriz99602585,"RT @JavierGarcia_Uy: En el acto de clausura de la Exposición Rural del Prado, junto al presidente de la República y otras autoridades del g…"
cesarvespe,RT @oppuruguay: Tejedoras rurales de Cerro Chato y Treinta y Tres se capacitan y emprenden juntas. Accedé a la cobertura del evento del vie…
Lista400C,RT @MevirOficial: Compartimos esta nota de El Observador donde el Presidente de la República menciona el llamado a viviendas abierto para l…
fulanitofb,"RT @GilbenFa: Luis Lacalle Pou 

Clausura de la Expo Rural del Prado:
""Yo estoy con el campo""

Luis Lacalle Pou Día del/la maesta@

🦗🦗🦗🦗🦗🦗🦗…"
rossanaricci081,"RT @GilbenFa: Luis Lacalle Pou 

Clausura de la Expo Rural del Prado:
""Yo estoy con el campo""

Luis Lacalle Pou Día del/la maesta@

🦗🦗🦗🦗🦗🦗🦗…"
CA_Mdeo,"RT @820_ca_mdeo: En la mañana estuvimos en la Rural del Prado, Parque Posada y Feria de la calle Salto. https://t.co/JCBaGkWo3Q"
GilbenFa,"Luis Lacalle Pou 

Clausura de la Expo Rural del Prado:
""Yo estoy con el campo""

Luis Lacalle Pou Día del/la maesta@

🦗🦗🦗🦗🦗🦗🦗🦗🦗"
madmaxrunner,"RT @Vespertinas4: ""Las 'hamburguesas de lentejas' son guiso seco"", dijo un visitante de la Rural del Prado de Cerro Largo, en un relevamien…"
martinp_99,RT @xmsofi: 15 mil personas en la rural del prado y nosotros nos vamos a quedar SIN BAJADA eso es lo que me duele
andrest40531959,"@portalmvd Es el mismo que dijo en la rural del prado,,, YOOO ESTOY CON EL CAMPO!!!!! ?????? NO CREO!!!!!! 😂😂😂😂😂😂😂"
