screen_names,texts
cristialegre,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
SUAREA,Exelente discurso de Capurro en cierre de La exposición rural del Prado..Aplauso y más aplausos.
elporve404,RT @pjisdonian: Recorriendo con @lauraraffo la Rural del Prado y la feria de Parque Posadas! Mucha alegría y  entusiasmo! #SiempreEnElCamin…
IrenePertuso,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
AdrinDebenedet1,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
calopez17071,"RT @DipRodrigoGoni: Iniciamos nuestra jornada en la Rural del Prado con @lauraraffo y la #Lista1 

#SiPodemos 
#AhoraMontevideo https://t.c…"
1891_curcc,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
alnilam_uy,"RT @tianannita: Desarrollo Económico de @montevideoIM, estamos en Rural del Prado. Me ayudas con un rt @diegodelacurva @chdica @CosseCaroli…"
Kattita2019,"RT @JBarriosBove: Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la próxima…"
Agronegocios_Uy,"RT @ObservadorAgro: Capurro recordó que, durante la pandemia, durante dos meses los socios de ARU ayudaron a que 98 compatriotas estén aloj…"
fiobeltrann,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
Herrerismo,RT @pjisdonian: Recorriendo con @lauraraffo la Rural del Prado y la feria de Parque Posadas! Mucha alegría y  entusiasmo! #SiempreEnElCamin…
GuilleCard,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
ObservadorUY,"En sintonía con el potencial de la cabaña, en un año complejo la maquinaria pisó fuerte en la Rural del Prado https://t.co/IJZanCaMdE"
PaolaMontero250,"RT @JBarriosBove: Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la próxima…"
PladaFlor,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
EladioBaserga,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
Grace4519,RT @pjisdonian: Recorriendo con @lauraraffo la Rural del Prado y la feria de Parque Posadas! Mucha alegría y  entusiasmo! #SiempreEnElCamin…
ObservadorAgro,"Capurro recordó que, durante la pandemia, durante dos meses los socios de ARU ayudaron a que 98 compatriotas estén… https://t.co/6FDFymfzMA"
phiyulll,RT @Gabi73312519: Herry Potter en la rural del prado 💪💪👌👌🚀🔥😄😅 https://t.co/FjzP2tSyBE
Daniel81505279,"RT @tianannita: Desarrollo Económico de @montevideoIM, estamos en Rural del Prado. Me ayudas con un rt @diegodelacurva @chdica @CosseCaroli…"
diegodelacurva,"RT @tianannita: Desarrollo Económico de @montevideoIM, estamos en Rural del Prado. Me ayudas con un rt @diegodelacurva @chdica @CosseCaroli…"
echinope,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
claudiagallo14,RT @pjisdonian: Recorriendo con @lauraraffo la Rural del Prado y la feria de Parque Posadas! Mucha alegría y  entusiasmo! #SiempreEnElCamin…
PabloUrquizo,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
mavemavesca,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
GontadeLucia,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
tianannita,"Desarrollo Económico de @montevideoIM, estamos en Rural del Prado. Me ayudas con un rt @diegodelacurva @chdica… https://t.co/Wf5hbhA1JQ"
BoliArosteguy,RT @GimenaSanJose: Rural del Prado 2020 🇺🇾que lindo volver a encontrarnos con @LuisLacallePou https://t.co/UozDHvRdSe
BoninoNora,"RT @DipRodrigoGoni: Iniciamos nuestra jornada en la Rural del Prado con @lauraraffo y la #Lista1 

#SiPodemos 
#AhoraMontevideo https://t.c…"
avelinolista11A,RT @pjisdonian: Recorriendo con @lauraraffo la Rural del Prado y la feria de Parque Posadas! Mucha alegría y  entusiasmo! #SiempreEnElCamin…
NGoncalvez_,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
Salto_Noticias,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
worldeconomics4,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
macarmen58,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
SilvanaCosta40,"RT @DipRodrigoGoni: Iniciamos nuestra jornada en la Rural del Prado con @lauraraffo y la #Lista1 

#SiPodemos 
#AhoraMontevideo https://t.c…"
ObservadorUY,"Discurso de Gabriel Capurro, presidente de la Asociación Rural del Uruguay (ARU), en la Expo Prado https://t.co/iZEwjSp7yh"
DinelloRodrigo,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
Herrerismo,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
paula_casalas,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
josegasimon,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
AnaAlve46912392,RT @MDN_Uruguay: Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis Lacalle P…
MDN_Uruguay,Izado de los pabellones en la ceremonia de clausura de la Exposición Rural del Prado. Asisten el presidente Luis La… https://t.co/DaxachgF0g
nicofercast,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
scarlettbrugman,En un rato voy a tener que manejar hasta la rural del prado y me estaría por matar si Bblu no fuera mi copiloto
FulbrightUY,"🎙¡Hoy tenemos la última entrevista en el marco de la Rural del Prado!
La periodista Fulbrighter Mariana Rethen entr… https://t.co/uPuNPez1cX"
mbazzino,"RT @JBarriosBove: Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la próxima…"
MarcelodiLoren4,"RT @DipRodrigoGoni: Iniciamos nuestra jornada en la Rural del Prado con @lauraraffo y la #Lista1 

#SiPodemos 
#AhoraMontevideo https://t.c…"
Diego__RS,RT @pjisdonian: Recorriendo con @lauraraffo la Rural del Prado y la feria de Parque Posadas! Mucha alegría y  entusiasmo! #SiempreEnElCamin…
robeberro,RT @pjisdonian: Recorriendo con @lauraraffo la Rural del Prado y la feria de Parque Posadas! Mucha alegría y  entusiasmo! #SiempreEnElCamin…
pjisdonian,Recorriendo con @lauraraffo la Rural del Prado y la feria de Parque Posadas! Mucha alegría y  entusiasmo!… https://t.co/80So2Vt8yQ
UMPE666,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
roadfixuruguay,"RT @JBarriosBove: Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la próxima…"
PelocheMathias,"RT @DipRodrigoGoni: Iniciamos nuestra jornada en la Rural del Prado con @lauraraffo y la #Lista1 

#SiPodemos 
#AhoraMontevideo https://t.c…"
ESPACIOCUARENTA,"RT @DipRodrigoGoni: Iniciamos nuestra jornada en la Rural del Prado con @lauraraffo y la #Lista1 

#SiPodemos 
#AhoraMontevideo https://t.c…"
CarlosRydstrom,Desde la rural del Prado con @jgamorin https://t.co/KN4BTGi1Yz https://t.co/KdSLBDipXs
Mirtha11801416,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
300Lista,RT @FaleroAndres: Tempranito en la Rural del Prado militando el cambio que Montevideo necesita con #LauraRaffoIntendente https://t.co/1xSuk…
ObservadorAgro,Llegan las autoridades al Palco Oficial en la Rural del Prado. A las 11 comenzará el acto en el que destacará el de… https://t.co/XBBxtvYnHL
PNACIONAL,"RT @JBarriosBove: Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la próxima…"
nachorossi09,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
40municipioA,"RT @DipRodrigoGoni: Iniciamos nuestra jornada en la Rural del Prado con @lauraraffo y la #Lista1 

#SiPodemos 
#AhoraMontevideo https://t.c…"
LauraRaffoInt,RT @FaleroAndres: Tempranito en la Rural del Prado militando el cambio que Montevideo necesita con #LauraRaffoIntendente https://t.co/1xSuk…
JBarriosBove,"Ahora en la Rural del Prado acompañando a la barra que banca el gazebo, hoy con el condimento de que nos vista la p… https://t.co/RD7Z9cwEMH"
s_wilkinsok,#AHORA Comienzan a llegar autoridades del Poder Ejecutivo a la Rural del Prado en este acto de clausura. Transmisió… https://t.co/HvZ5KZnr9A
ilianaiglesias4,"RT @sand_rodri: Que esa pequeñez se resuelva en la justicia. Hablemos de lo RELEVANTE de verdad: el recorte a salarios, el recorte al presu…"
Herrerismo,RT @FaleroAndres: Tempranito en la Rural del Prado militando el cambio que Montevideo necesita con #LauraRaffoIntendente https://t.co/1xSuk…
Herrerismo,"RT @DipRodrigoGoni: Iniciamos nuestra jornada en la Rural del Prado con @lauraraffo y la #Lista1 

#SiPodemos 
#AhoraMontevideo https://t.c…"
gustavocrespo73,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
faguerre75,"RT @DipRodrigoGoni: Iniciamos nuestra jornada en la Rural del Prado con @lauraraffo y la #Lista1 

#SiPodemos 
#AhoraMontevideo https://t.c…"
majo2507,"RT @DipRodrigoGoni: Iniciamos nuestra jornada en la Rural del Prado con @lauraraffo y la #Lista1 

#SiPodemos 
#AhoraMontevideo https://t.c…"
DipRodrigoGoni,"Iniciamos nuestra jornada en la Rural del Prado con @lauraraffo y la #Lista1 

#SiPodemos 
#AhoraMontevideo https://t.co/AasWyd0OXQ"
sand_rodri,"Que esa pequeñez se resuelva en la justicia. Hablemos de lo RELEVANTE de verdad: el recorte a salarios, el recorte… https://t.co/kQXs4bqpQ1"
ifloriani6,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
mahur05,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
elisouto55,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
DanielV75445035,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
eggd2000,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
JBarriosBove,RT @FaleroAndres: Tempranito en la Rural del Prado militando el cambio que Montevideo necesita con #LauraRaffoIntendente https://t.co/1xSuk…
JulioMarcenal,"RT @salo_miraldo: En la Rural del Prado junto al Ministro @uriartec1, a la Senadora @Carmensangui y al Director @CarlosRydstrom https://t.c…"
Aldo34210,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
beyerreche,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
FaleroAndres,Tempranito en la Rural del Prado militando el cambio que Montevideo necesita con #LauraRaffoIntendente https://t.co/1xSukpsNDA
Rojoazulyblanc1,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
GimenaSanJose,Rural del Prado 2020 🇺🇾que lindo volver a encontrarnos con @LuisLacallePou https://t.co/UozDHvRdSe
majorodriguez31,"RT @oppuruguay: Tejedoras rurales de Cerro Chato y Treinta y Tres exponen sus productos en la Rural del Prado, acompañadas por @beatrizargi…"
maria66831274,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
micaelaa1205,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
AndresMdf182,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
lourdesfumero,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
AlfredoBerna,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
elmasquina,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
HectorAAzeves,"RT @manonberrueta: Doblar listas, puerta a puerta ,Rural del prado,trabajo electoral ,ferias, recorridas . Con la Lista 1 de @lauraraffo a…"
Viruviru20,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
ConcepcinRolln1,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
lourdesfumero,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
Elonsaurio,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
Avatar48350112,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
sprem1959,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
agussd21,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
mbazzino,"RT @PNACIONAL: La Vicepresidenta de la República @beatrizargimon recorrió la Rural del Prado, premió raza ovino Ideal, visito el stand de t…"
marinacantera,"RT @oppuruguay: Tejedoras rurales de Cerro Chato y Treinta y Tres exponen sus productos en la Rural del Prado, acompañadas por @beatrizargi…"
AnaPais15,RT @CesarAmestoy: Vamos bien!!!...? Lacalle Pou esta semana fue mas veces a la Rural del Prado a abrazarse con los Terratenientes y Oligarc…
oscaran61353277,RT @BergamotaMr: Lacalle visitó 4 veces la rural del prado. Delgado TODOS los días. Está claro para quien gobiernan
