userFromName,userFromId,userToId,userToName
JUrruzola,483344480.0,328625269.0,carlosvarela02
congresofa,1.0399589794206106e+18,328625269.0,carlosvarela02
majlopez947,8.769151304072438e+17,328625269.0,carlosvarela02
GerardoSandro,7.378511239697613e+17,328625269.0,carlosvarela02
SabelinaBlue,2321612448.0,328625269.0,carlosvarela02
jaimenievesdiz,1438946659.0,328625269.0,carlosvarela02
elerosi69,2411534192.0,328625269.0,carlosvarela02
Gaviota_Uy,1.1432071596788859e+18,328625269.0,carlosvarela02
adriana1tv,316590742.0,328625269.0,carlosvarela02
Silvia64106719,1.1942631007966863e+18,328625269.0,carlosvarela02
rubito131,1365712225.0,328625269.0,carlosvarela02
hover_rodri,868238587.0,328625269.0,carlosvarela02
LeytonLujan,2648567151.0,328625269.0,carlosvarela02
dany101168uy,3582566176.0,328625269.0,carlosvarela02
enrdar2508,3300703175.0,328625269.0,carlosvarela02
zurdodesuarez,781730772.0,328625269.0,carlosvarela02
VeronicaRF1272,1.2523380954056294e+18,328625269.0,carlosvarela02
marygambler,2415012890.0,328625269.0,carlosvarela02
Gnibia1,1.0722794762880573e+18,328625269.0,carlosvarela02
LadiLilian,1.2935537982044897e+18,328625269.0,carlosvarela02
Monis_GF,2590459592.0,328625269.0,carlosvarela02
123jose11,1380865328.0,328625269.0,carlosvarela02
enanogarcia2,1.2031763338634568e+18,328625269.0,carlosvarela02
barea_fernanda,1.1910222867086254e+18,328625269.0,carlosvarela02
71Morfeo,598555634.0,328625269.0,carlosvarela02
MarSolCentena,156331376.0,328625269.0,carlosvarela02
